order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,discount,payment_method,city,status
ORD000169,CUS01155,2026-07-15,P013,Lipstick,Beauty,2,450000,0.15,Cash,Hue,completed
ORD000170,CUS00648,2026-02-03,P011,Python Programming Book,Books,1,300000,0.20,Banking,Ho Chi Minh,Completed
ORD000171,CUS00152,2026-04-15,P009,Air Fryer,Home Appliances,1,2800000,0.05,E-Wallet,Ho Chi Minh,Cancelled
ORD000172,CUS00185,2026-06-17,P014,Yoga Mat,Sports,1,400000,0.15,Credit Card,Bien Hoa,Cancelled
ORD000173,CUS01862,2026-07-21,P008,Rice Cooker,Home Appliances,1,1500000,0.15,Credit Card,Ho Chi Minh,Completed
ORD000174,CUS01661,2026-08-11,P002,iPhone 15,Electronics,5,22000000,0.00,Credit Card,Ho Chi Minh,Completed
ORD000175,CUS00900,2026-05-20,P008,Rice Cooker,Home Appliances,1,1500000,0.05,E-Wallet,Ha Noi,Completed
ORD000176,CUS01225,2026-01-21,P011,Python Programming Book,Books,2,300000,0.00,Banking,Da Nang,Completed
ORD000177,CUS01483,2026-08-31,P005,Men T-Shirt,Fashion,4,250000,0.00,Banking,Da Nang,Completed
ORD000178,CUS00636,2026-08-23,P006,Women Dress,Fashion,2,650000,0.00,Credit Card,Vung Tau,Completed
ORD000179,CUS01318,2026-07-27,P007,Nike Sneakers,Fashion,1,2500000,0.20,E-Wallet,Bien Hoa,Completed
ORD000180,CUS00192,2026-06-14,P009,Air Fryer,HOME APPLIANCES,2,2800000,0.00,Credit Card,Ho Chi Minh,Completed
ORD000181,CUS00996,2026-03-05,P013,Lipstick,Beauty,1,450000,0.05,E-Wallet,Ho Chi Minh,Completed
ORD000182,CUS01513,2026-08-02,P014,Yoga Mat,Sports,2,400000,0.15,Banking,Ha Noi,Completed
ORD000183,CUS01419,2026-07-26,P014,Yoga Mat,Sports,4,400000,0.20,Credit Card,Ha Noi,Completed
ORD000184,CUS01986,2026-05-10,P004,Sony Headphones,Electronics,3,3500000,0.10,Banking,Ho Chi Minh,Returned
ORD000185,CUS00961,2026-08-07,P013,Lipstick,Beauty,1,450000,0.15,E-Wallet,Ha Noi,Completed
ORD000186,CUS01030,2026-05-31,P007,Nike Sneakers,Fashion,1,2500000,0.00,E-Wallet,Ho Chi Minh,Completed
ORD000187,CUS00985,2026-08-18,P011,Python Programming Book,Books,4,300000,0.20,E-Wallet,Thu Dau Mot,Completed
ORD000188,CUS00329,2026-03-29,P013,Lipstick,Beauty,2,450000,0.10,Banking,Nha Trang,pending
ORD000189,CUS00716,2026-08-14,P015,Badminton Racket,Sports,1,900000,0.15,Credit Card,Ha Noi,Completed
ORD000190,CUS00058,2026-04-04,P004,Sony Headphones,Electronics,3,3500000,0.20,Banking,,Completed
ORD000191,CUS01700,2026-05-27,P015,Badminton Racket,Sports,1,900000,0.20,Credit Card,Can Tho,Cancelled
ORD000192,CUS00525,2026-03-05,P001,Laptop ASUS,Electronics,2,25000000,0.20,Cash,Ha Noi,Completed
ORD000193,CUS00617,2026-02-08,P004,Sony Headphones,Electronics,1,3500000,0.15,Credit Card,Ho Chi Minh,Cancelled
ORD000194,CUS01098,2026-01-17,P010,Vacuum Cleaner,Home Appliances,2,4200000,0.20,Banking,Ha Noi,Completed
ORD000195,CUS01169,2026-05-22,P004,Sony Headphones,Electronics,2,3500000,0.15,E-Wallet,Ho Chi Minh,Completed
ORD000196,CUS01611,2026-08-18,P009,Air Fryer,Home Appliances,1,2800000,0.10,Banking,Ha Noi,Completed
ORD000197,CUS00034,2026-04-03,P012,Data Engineering Book,Books,1,450000,0.20,Cash,Ho Chi Minh,Completed
ORD000198,CUS00681,2026-02-12,,Lipstick,Beauty,2,450000,0.20,Banking,Bien Hoa,Completed
ORD000199,CUS00981,2026-06-26,P012,Data Engineering Book,Books,1,450000,0.20,Cash,Ha Noi,Completed
ORD000200,CUS01621,2026-03-02,P001,,Electronics,1,25000000,0.05,Credit Card,Hue,Completed
ORD000201,CUS00075,2026-07-07,P005,Men T-Shirt,Fashion,1,250000,0.00,E-Wallet,Ha Noi,Completed
ORD000202,CUS00895,2026-08-24,P006,Women Dress,Fashion,1,650000,0.10,Banking,Ho Chi Minh,Completed
ORD000203,CUS01893,2026-07-09,P006,Women Dress,Fashion,abc,650000,0.20,Credit Card,Ha Noi,Returned
ORD000204,CUS01118,2026-03-04,P003,Samsung Galaxy S24,Electronics,1,18000000,0.20,Banking,Ha Noi,Completed
ORD000205,CUS01413,2026-05-15,P003,Samsung Galaxy S24,Electronics,1,18000000,0.05,Cash,Ha Noi,Completed
ORD000206,CUS01942,2026-01-22,P013,Lipstick,Beauty,2,450000,0.05,Credit Card,Bien Hoa,Completed
ORD000207,CUS00293,2026-08-22,P001,Laptop ASUS,Electronics,3,25000000,0.00,Banking,Ho Chi Minh,Completed
ORD000208,CUS00785,2026-08-02,P006,Women Dress,Fashion,2,650000,0.20,Credit Card,Ha Noi,Completed
ORD000209,CUS01176,2026-02-12,P002,iPhone 15,Electronics,1,22000000,0.20,Banking,Vung Tau,Completed
ORD000210,CUS01023,2026-05-30,P003,Samsung Galaxy S24,Electronics,2,18000000,0.05,Cash,Hai Phong,Completed
ORD000211,CUS00585,2026-07-16,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.00,E-Wallet,Ha Noi,Cancelled
ORD000212,CUS00180,2026-07-31,P008,Rice Cooker,Home Appliances,3,1500000,0.05,Cash,Hai Phong,Completed
ORD000213,CUS01826,2026-04-06,P005,Men T-Shirt,Fashion,2,250000,0.20,Cash,Bien Hoa,Completed
ORD000214,CUS00412,2026-07-08,P002,iPhone 15,Electronics,3,22000000,0.00,Credit Card,Da Nang,Completed
ORD000215,CUS00266,2026-06-03,P009,Air Fryer,Home Appliances,1,2800000,0.10,E-Wallet,Hai Phong,completed
ORD000216,CUS00839,2026-07-03,P013,Lipstick,Beauty,1,450000,0.05,Cash,Ha Noi,Completed
ORD000217,CUS00263,2026-08-25,P006,Women Dress,Fashion,2,650000,0.15,Banking,Vung Tau,Completed
ORD000218,CUS01779,2026-01-04,P015,Badminton Racket,Sports,2,900000,0.05,Banking,Ha Noi,Completed
ORD000219,CUS01941,2026-08-29,P006,Women Dress,Fashion,1,650000,0.00,Banking,Can Tho,Completed
ORD000220,CUS01281,2026-04-18,P003,Samsung Galaxy S24,Electronics,1,18000000,0.20,Banking,Vung Tau,Completed
ORD000221,CUS01279,2026-07-20,P011,Python Programming Book,Books,1,300000,0.15,Banking,Thu Dau Mot,Completed
ORD000222,CUS01580,2026-06-21,P011,Python Programming Book,Books,1,300000,0.15,Credit Card,Can Tho,Completed
ORD000223,CUS01118,2026-03-31,P011,Python Programming Book,Books,1,300000,0.00,E-Wallet,Hai Phong,Completed
ORD000224,CUS01411,2026-01-15,P002,iPhone 15,Electronics,1,22000000,0.10,Banking,Can Tho,Completed
ORD000225,CUS00654,2026-07-28,P012,Data Engineering Book,Books,1,450000,0.10,,Ha Noi,Completed
